student_id,topic,difficulty,score,attempts,time_spent,next_topic,next_action,next_difficulty_adj
S021,Optimization,Advanced,49,2,29,Optimization,Revision,Decrease
S022,Optimization,Beginner,19,1,34,Optimization,Revision,Same
S022,Optimization,Beginner,52,1,21,Optimization,Continue,Same
S022,Optimization,Beginner,39,1,16,Optimization,Revision,Same
S022,Optimization,Beginner,22,3,9,Optimization,Revision,Same
S022,Optimization,Beginner,24,2,12,Optimization,Revision,Same
S022,Optimization,Beginner,62,4,35,Optimization,Continue,Same
S022,Optimization,Beginner,68,4,19,Optimization,Continue,Same
S022,Optimization,Beginner,46,3,20,Optimization,Revision,Same
S022,Optimization,Beginner,93,2,55,Optimization,Continue,Increase
S022,Optimization,Intermediate,88,4,8,Optimization,Continue,Increase
S022,Optimization,Advanced,52,3,26,Optimization,Continue,Same
S022,Optimization,Advanced,62,4,16,Optimization,Continue,Same
S022,Optimization,Advanced,15,2,25,Optimization,Revision,Decrease
S022,Optimization,Intermediate,72,3,23,Optimization,Continue,Same
S022,Optimization,Intermediate,84,2,52,Optimization,Continue,Increase
S022,Optimization,Advanced,50,4,45,Optimization,Continue,Same
S022,Optimization,Advanced,63,1,33,Optimization,Continue,Same
S022,Optimization,Advanced,44,4,34,Optimization,Revision,Decrease
S022,Optimization,Intermediate,54,4,26,Optimization,Continue,Same
S022,Optimization,Intermediate,84,3,47,Optimization,Continue,Increase
S023,Optimization,Beginner,26,2,60,Optimization,Revision,Same
S023,Optimization,Beginner,20,4,19,Optimization,Revision,Same
S023,Optimization,Beginner,45,2,29,Optimization,Revision,Same
S023,Optimization,Beginner,54,3,38,Optimization,Continue,Same
S023,Optimization,Beginner,20,3,42,Optimization,Revision,Same
S023,Optimization,Beginner,50,3,38,Optimization,Continue,Same
S023,Optimization,Beginner,61,1,24,Optimization,Continue,Same
S023,Optimization,Beginner,51,2,17,Optimization,Continue,Same
S023,Optimization,Beginner,61,4,25,Optimization,Continue,Same
S023,Optimization,Beginner,74,3,10,Optimization,Continue,Same
S023,Optimization,Beginner,85,3,11,Optimization,Continue,Increase
S023,Optimization,Intermediate,62,2,52,Optimization,Continue,Same
S023,Optimization,Intermediate,67,3,49,Optimization,Continue,Same
S023,Optimization,Intermediate,57,1,32,Optimization,Continue,Same
S023,Optimization,Intermediate,91,4,49,Optimization,Continue,Increase
S023,Optimization,Advanced,64,2,19,Optimization,Continue,Same
S023,Optimization,Advanced,43,1,18,Optimization,Revision,Decrease
S023,Optimization,Intermediate,75,2,52,Optimization,Continue,Same
S023,Optimization,Intermediate,59,3,18,Optimization,Continue,Same
S023,Optimization,Intermediate,71,4,16,Optimization,Continue,Same
S024,Optimization,Beginner,26,3,47,Optimization,Revision,Same
S024,Optimization,Beginner,25,2,14,Optimization,Revision,Same
S024,Optimization,Beginner,23,1,21,Optimization,Revision,Same
S024,Optimization,Beginner,56,2,59,Optimization,Continue,Same
S024,Optimization,Beginner,34,3,8,Optimization,Revision,Same
S024,Optimization,Beginner,45,1,36,Optimization,Revision,Same
S024,Optimization,Beginner,37,3,46,Optimization,Revision,Same
S024,Optimization,Beginner,66,3,25,Optimization,Continue,Same
S024,Optimization,Beginner,98,3,12,Optimization,Continue,Increase
S024,Optimization,Intermediate,61,1,25,Optimization,Continue,Same
S024,Optimization,Intermediate,62,2,31,Optimization,Continue,Same
S024,Optimization,Intermediate,61,4,59,Optimization,Continue,Same
S024,Optimization,Intermediate,60,2,42,Optimization,Continue,Same
S024,Optimization,Intermediate,75,4,39,Optimization,Continue,Same
S024,Optimization,Intermediate,51,1,15,Optimization,Continue,Same
S024,Optimization,Intermediate,59,3,51,Optimization,Continue,Same
S024,Optimization,Intermediate,70,3,39,Optimization,Continue,Same
S024,Optimization,Intermediate,86,1,50,Optimization,Continue,Increase
S024,Optimization,Advanced,47,1,23,Optimization,Revision,Decrease
S024,Optimization,Intermediate,64,1,45,Optimization,Continue,Same
S025,Optimization,Beginner,36,2,10,Optimization,Revision,Same
S025,Optimization,Beginner,73,3,16,Optimization,Continue,Same
S025,Optimization,Beginner,50,4,28,Optimization,Continue,Same
S025,Optimization,Beginner,38,2,17,Optimization,Revision,Same
S025,Optimization,Beginner,48,2,25,Optimization,Revision,Same
S025,Optimization,Beginner,53,3,30,Optimization,Continue,Same
S025,Optimization,Beginner,54,4,60,Optimization,Continue,Same
S025,Optimization,Beginner,22,1,24,Optimization,Revision,Same
S025,Optimization,Beginner,78,3,32,Optimization,Continue,Same
S025,Optimization,Beginner,51,3,19,Optimization,Continue,Same
S025,Optimization,Beginner,78,1,43,Optimization,Continue,Same
S025,Optimization,Beginner,91,3,39,Optimization,Continue,Increase
S025,Optimization,Intermediate,89,3,14,Optimization,Continue,Increase
S025,Optimization,Advanced,40,3,28,Optimization,Revision,Decrease
S025,Optimization,Intermediate,68,3,48,Optimization,Continue,Same
S025,Optimization,Intermediate,77,4,39,Optimization,Continue,Same
S025,Optimization,Intermediate,70,1,11,Optimization,Continue,Same
S025,Optimization,Intermediate,46,2,41,Optimization,Revision,Decrease
S025,Optimization,Beginner,96,1,16,Optimization,Continue,Increase
S025,Optimization,Intermediate,58,4,53,Optimization,Continue,Same
S026,Optimization,Beginner,39,2,32,Optimization,Revision,Same
S026,Optimization,Beginner,12,3,12,Optimization,Revision,Same
S026,Optimization,Beginner,59,3,48,Optimization,Continue,Same
S026,Optimization,Beginner,64,1,48,Optimization,Continue,Same
S026,Optimization,Beginner,53,4,16,Optimization,Continue,Same
S026,Optimization,Beginner,36,2,54,Optimization,Revision,Same
S026,Optimization,Beginner,37,2,9,Optimization,Revision,Same
S026,Optimization,Beginner,80,2,15,Optimization,Continue,Same
S026,Optimization,Beginner,58,2,6,Optimization,Continue,Same
S026,Optimization,Beginner,92,2,50,Optimization,Continue,Increase
S026,Optimization,Intermediate,69,4,52,Optimization,Continue,Same
S026,Optimization,Intermediate,68,2,52,Optimization,Continue,Same
S026,Optimization,Intermediate,80,3,19,Optimization,Continue,Same
S026,Optimization,Intermediate,87,3,44,Optimization,Continue,Increase
S026,Optimization,Advanced,51,3,8,Optimization,Continue,Same
S026,Optimization,Advanced,17,3,35,Optimization,Revision,Decrease
S026,Optimization,Intermediate,48,4,16,Optimization,Revision,Decrease
S026,Optimization,Beginner,71,4,53,Optimization,Continue,Same
S026,Optimization,Beginner,68,2,8,Optimization,Continue,Same
S026,Optimization,Beginner,91,3,23,Optimization,Continue,Increase
S027,Optimization,Beginner,17,3,21,Optimization,Revision,Same
S027,Optimization,Beginner,50,4,40,Optimization,Continue,Same
S027,Optimization,Beginner,23,1,32,Optimization,Revision,Same
S027,Optimization,Beginner,29,3,34,Optimization,Revision,Same
S027,Optimization,Beginner,79,1,19,Optimization,Continue,Same
S027,Optimization,Beginner,29,1,21,Optimization,Revision,Same
S027,Optimization,Beginner,32,3,35,Optimization,Revision,Same
S027,Optimization,Beginner,78,4,42,Optimization,Continue,Same
S027,Optimization,Beginner,74,2,56,Optimization,Continue,Same
S027,Optimization,Beginner,69,3,18,Optimization,Continue,Same
S027,Optimization,Beginner,74,2,11,Optimization,Continue,Same
S027,Optimization,Beginner,100,4,39,Optimization,Continue,Increase
S027,Optimization,Intermediate,53,3,53,Optimization,Continue,Same
S027,Optimization,Intermediate,73,1,18,Optimization,Continue,Same
S027,Optimization,Intermediate,36,1,31,Optimization,Revision,Decrease
S027,Optimization,Beginner,89,1,41,Optimization,Continue,Increase
S027,Optimization,Intermediate,56,1,53,Optimization,Continue,Same
S027,Optimization,Intermediate,91,2,39,Optimization,Continue,Increase
S027,Optimization,Advanced,66,2,33,Optimization,Continue,Same
S027,Optimization,Advanced,49,4,49,Optimization,Revision,Decrease
S028,Optimization,Beginner,13,2,40,Optimization,Revision,Same
S028,Optimization,Beginner,23,4,20,Optimization,Revision,Same
S028,Optimization,Beginner,49,2,13,Optimization,Revision,Same
S028,Optimization,Beginner,46,1,37,Optimization,Revision,Same
S028,Optimization,Beginner,65,2,8,Optimization,Continue,Same
S028,Optimization,Beginner,63,4,21,Optimization,Continue,Same
S028,Optimization,Beginner,57,2,34,Optimization,Continue,Same
S028,Optimization,Beginner,55,4,32,Optimization,Continue,Same
S028,Optimization,Beginner,72,1,48,Optimization,Continue,Same
S028,Optimization,Beginner,81,3,5,Optimization,Continue,Increase
S028,Optimization,Intermediate,80,2,51,Optimization,Continue,Same
S028,Optimization,Intermediate,61,4,13,Optimization,Continue,Same
S028,Optimization,Intermediate,69,3,14,Optimization,Continue,Same
S028,Optimization,Intermediate,66,3,42,Optimization,Continue,Same
S028,Optimization,Intermediate,70,2,33,Optimization,Continue,Same
S028,Optimization,Intermediate,70,3,56,Optimization,Continue,Same
S028,Optimization,Intermediate,58,4,50,Optimization,Continue,Same
S028,Optimization,Intermediate,85,2,27,Optimization,Continue,Increase
S028,Optimization,Advanced,35,1,42,Optimization,Revision,Decrease
S028,Optimization,Intermediate,76,2,16,Optimization,Continue,Same
S029,Optimization,Beginner,24,4,55,Optimization,Revision,Same
S029,Optimization,Beginner,35,2,30,Optimization,Revision,Same
S029,Optimization,Beginner,40,4,46,Optimization,Revision,Same
S029,Optimization,Beginner,62,1,8,Optimization,Continue,Same
S029,Optimization,Beginner,48,4,8,Optimization,Revision,Same
S029,Optimization,Beginner,64,3,17,Optimization,Continue,Same
S029,Optimization,Beginner,69,1,47,Optimization,Continue,Same
S029,Optimization,Beginner,77,2,12,Optimization,Continue,Same
S029,Optimization,Beginner,97,3,45,Optimization,Continue,Increase
S029,Optimization,Intermediate,54,3,10,Optimization,Continue,Same
S029,Optimization,Intermediate,71,1,17,Optimization,Continue,Same
S029,Optimization,Intermediate,68,1,59,Optimization,Continue,Same
S029,Optimization,Intermediate,67,4,60,Optimization,Continue,Same
S029,Optimization,Intermediate,71,1,36,Optimization,Continue,Same
S029,Optimization,Intermediate,68,4,50,Optimization,Continue,Same
S029,Optimization,Intermediate,63,1,15,Optimization,Continue,Same
S029,Optimization,Intermediate,71,4,46,Optimization,Continue,Same
S029,Optimization,Intermediate,87,1,36,Optimization,Continue,Increase
S029,Optimization,Advanced,35,3,17,Optimization,Revision,Decrease
S029,Optimization,Intermediate,60,3,45,Optimization,Continue,Same
S030,Optimization,Beginner,28,3,8,Optimization,Revision,Same
S030,Optimization,Beginner,23,2,18,Optimization,Revision,Same
S030,Optimization,Beginner,25,3,56,Optimization,Revision,Same
S030,Optimization,Beginner,52,1,54,Optimization,Continue,Same
S030,Optimization,Beginner,56,3,58,Optimization,Continue,Same
S030,Optimization,Beginner,51,4,17,Optimization,Continue,Same
S030,Optimization,Beginner,52,4,43,Optimization,Continue,Same
S030,Optimization,Beginner,59,4,18,Optimization,Continue,Same
S030,Optimization,Beginner,87,4,48,Optimization,Continue,Increase
S030,Optimization,Intermediate,38,2,45,Optimization,Revision,Decrease
S030,Optimization,Beginner,64,1,32,Optimization,Continue,Same
S030,Optimization,Beginner,95,4,30,Optimization,Continue,Increase
S030,Optimization,Intermediate,83,2,27,Optimization,Continue,Increase
S030,Optimization,Advanced,40,4,21,Optimization,Revision,Decrease
S030,Optimization,Intermediate,82,4,14,Optimization,Continue,Increase
S030,Optimization,Advanced,42,2,51,Optimization,Revision,Decrease
S030,Optimization,Intermediate,63,3,8,Optimization,Continue,Same
S030,Optimization,Intermediate,82,3,34,Optimization,Continue,Increase
S030,Optimization,Advanced,33,1,30,Optimization,Revision,Decrease
S030,Optimization,Intermediate,95,2,23,Optimization,Continue,Increase
S031,Optimization,Beginner,28,2,45,Optimization,Revision,Same
S031,Optimization,Beginner,28,3,20,Optimization,Revision,Same
S031,Optimization,Beginner,39,4,24,Optimization,Revision,Same
S031,Optimization,Beginner,63,2,36,Optimization,Continue,Same
S031,Optimization,Beginner,70,4,20,Optimization,Continue,Same
S031,Optimization,Beginner,35,3,33,Optimization,Revision,Same
S031,Optimization,Beginner,47,4,41,Optimization,Revision,Same
S031,Optimization,Beginner,51,4,52,Optimization,Continue,Same
S031,Optimization,Beginner,78,1,53,Optimization,Continue,Same
S031,Optimization,Beginner,39,4,14,Optimization,Revision,Same
S031,Optimization,Beginner,100,3,35,Optimization,Continue,Increase
S031,Optimization,Intermediate,65,4,45,Optimization,Continue,Same
S031,Optimization,Intermediate,68,3,46,Optimization,Continue,Same
S031,Optimization,Intermediate,93,2,43,Optimization,Continue,Increase
S031,Optimization,Advanced,46,3,39,Optimization,Revision,Decrease
S031,Optimization,Intermediate,96,2,47,Optimization,Continue,Increase
S031,Optimization,Advanced,75,2,59,Optimization,Continue,Same
S031,Optimization,Advanced,37,3,27,Optimization,Revision,Decrease
S031,Optimization,Intermediate,66,3,6,Optimization,Continue,Same
S031,Optimization,Intermediate,55,3,40,Optimization,Continue,Same
S032,Optimization,Beginner,29,2,8,Optimization,Revision,Same
S032,Optimization,Beginner,14,2,43,Optimization,Revision,Same
S032,Optimization,Beginner,31,4,35,Optimization,Revision,Same
S032,Optimization,Beginner,42,4,24,Optimization,Revision,Same
S032,Optimization,Beginner,40,1,23,Optimization,Revision,Same
S032,Optimization,Beginner,57,2,23,Optimization,Continue,Same
S032,Optimization,Beginner,62,1,15,Optimization,Continue,Same
S032,Optimization,Beginner,65,1,9,Optimization,Continue,Same
S032,Optimization,Beginner,54,3,20,Optimization,Continue,Same
S032,Optimization,Beginner,61,3,13,Optimization,Continue,Same
S032,Optimization,Beginner,70,3,31,Optimization,Continue,Same
S032,Optimization,Beginner,69,2,14,Optimization,Continue,Same
S032,Optimization,Beginner,100,4,57,Optimization,Continue,Increase
S032,Optimization,Intermediate,58,3,51,Optimization,Continue,Same
S032,Optimization,Intermediate,44,1,46,Optimization,Revision,Decrease
S032,Optimization,Beginner,89,3,49,Optimization,Continue,Increase
S032,Optimization,Intermediate,73,2,30,Optimization,Continue,Same
S032,Optimization,Intermediate,62,1,48,Optimization,Continue,Same
S032,Optimization,Intermediate,40,3,37,Optimization,Revision,Decrease
S032,Optimization,Beginner,78,2,30,Optimization,Continue,Same
S033,Optimization,Beginner,23,4,32,Optimization,Revision,Same
S033,Optimization,Beginner,18,2,31,Optimization,Revision,Same
S033,Optimization,Beginner,23,2,24,Optimization,Revision,Same
S033,Optimization,Beginner,35,4,5,Optimization,Revision,Same
S033,Optimization,Beginner,57,4,57,Optimization,Continue,Same
S033,Optimization,Beginner,61,1,49,Optimization,Continue,Same
S033,Optimization,Beginner,76,4,14,Optimization,Continue,Same
S033,Optimization,Beginner,62,3,18,Optimization,Continue,Same
S033,Optimization,Beginner,72,1,39,Optimization,Continue,Same
S033,Optimization,Beginner,67,4,51,Optimization,Continue,Same
S033,Optimization,Beginner,96,1,22,Optimization,Continue,Increase
S033,Optimization,Intermediate,66,2,35,Optimization,Continue,Same
S033,Optimization,Intermediate,87,1,19,Optimization,Continue,Increase
S033,Optimization,Advanced,41,4,31,Optimization,Revision,Decrease
S033,Optimization,Intermediate,42,2,28,Optimization,Revision,Decrease
S033,Optimization,Beginner,76,3,6,Optimization,Continue,Same
S033,Optimization,Beginner,91,4,22,Optimization,Continue,Increase
S033,Optimization,Intermediate,93,2,16,Optimization,Continue,Increase
S033,Optimization,Advanced,42,4,47,Optimization,Revision,Decrease
S033,Optimization,Intermediate,94,2,11,Optimization,Continue,Increase
S034,Optimization,Beginner,39,1,55,Optimization,Revision,Same
S034,Optimization,Beginner,40,1,13,Optimization,Revision,Same
S034,Optimization,Beginner,39,3,53,Optimization,Revision,Same
S034,Optimization,Beginner,34,2,20,Optimization,Revision,Same
S034,Optimization,Beginner,61,3,9,Optimization,Continue,Same
S034,Optimization,Beginner,45,3,12,Optimization,Revision,Same
S034,Optimization,Beginner,81,4,32,Optimization,Continue,Increase
S034,Optimization,Intermediate,64,3,5,Optimization,Continue,Same
S034,Optimization,Intermediate,44,1,58,Optimization,Revision,Decrease
S034,Optimization,Beginner,58,1,45,Optimization,Continue,Same
S034,Optimization,Beginner,86,1,42,Optimization,Continue,Increase
S034,Optimization,Intermediate,76,4,5,Optimization,Continue,Same
S034,Optimization,Intermediate,80,1,23,Optimization,Continue,Same
S034,Optimization,Intermediate,66,3,8,Optimization,Continue,Same
S034,Optimization,Intermediate,97,3,25,Optimization,Continue,Increase
S034,Optimization,Advanced,33,1,47,Optimization,Revision,Decrease
S034,Optimization,Intermediate,47,2,34,Optimization,Revision,Decrease
S034,Optimization,Beginner,75,4,9,Optimization,Continue,Same
S034,Optimization,Beginner,66,4,40,Optimization,Continue,Same
S034,Optimization,Beginner,77,1,12,Optimization,Continue,Same
S035,Optimization,Beginner,10,1,33,Optimization,Revision,Same
S035,Optimization,Beginner,69,3,55,Optimization,Continue,Same
S035,Optimization,Beginner,22,2,53,Optimization,Revision,Same
S035,Optimization,Beginner,55,3,26,Optimization,Continue,Same
S035,Optimization,Beginner,58,2,8,Optimization,Continue,Same
S035,Optimization,Beginner,50,4,59,Optimization,Continue,Same
S035,Optimization,Beginner,61,2,15,Optimization,Continue,Same
S035,Optimization,Beginner,45,3,12,Optimization,Revision,Same
S035,Optimization,Beginner,78,4,20,Optimization,Continue,Same
S035,Optimization,Beginner,72,1,41,Optimization,Continue,Same
S035,Optimization,Beginner,100,2,31,Optimization,Continue,Increase
S035,Optimization,Intermediate,72,2,45,Optimization,Continue,Same
S035,Optimization,Intermediate,67,1,18,Optimization,Continue,Same
S035,Optimization,Intermediate,55,2,52,Optimization,Continue,Same
S035,Optimization,Intermediate,55,4,9,Optimization,Continue,Same
S035,Optimization,Intermediate,59,4,46,Optimization,Continue,Same
S035,Optimization,Intermediate,65,2,57,Optimization,Continue,Same
S035,Optimization,Intermediate,74,4,37,Optimization,Continue,Same
S035,Optimization,Intermediate,76,3,23,Optimization,Continue,Same
S035,Optimization,Intermediate,91,1,17,Optimization,Continue,Increase
S036,Optimization,Beginner,38,1,55,Optimization,Revision,Same
S036,Optimization,Beginner,48,4,58,Optimization,Revision,Same
S036,Optimization,Beginner,25,1,34,Optimization,Revision,Same
S036,Optimization,Beginner,52,4,30,Optimization,Continue,Same
S036,Optimization,Beginner,94,3,37,Optimization,Continue,Increase
S036,Optimization,Intermediate,37,4,15,Optimization,Revision,Decrease
S036,Optimization,Beginner,44,4,37,Optimization,Revision,Same
S036,Optimization,Beginner,85,2,27,Optimization,Continue,Increase
S036,Optimization,Intermediate,48,4,47,Optimization,Revision,Decrease
S036,Optimization,Beginner,83,3,26,Optimization,Continue,Increase
S036,Optimization,Intermediate,62,4,39,Optimization,Continue,Same
S036,Optimization,Intermediate,96,4,51,Optimization,Continue,Increase
S036,Optimization,Advanced,59,1,38,Optimization,Continue,Same
S036,Optimization,Advanced,39,3,12,Optimization,Revision,Decrease
S036,Optimization,Intermediate,59,2,60,Optimization,Continue,Same
S036,Optimization,Intermediate,70,4,17,Optimization,Continue,Same
S036,Optimization,Intermediate,75,1,42,Optimization,Continue,Same
S036,Optimization,Intermediate,68,3,46,Optimization,Continue,Same
S036,Optimization,Intermediate,63,4,44,Optimization,Continue,Same
S036,Optimization,Intermediate,47,1,54,Optimization,Revision,Decrease
S037,Optimization,Beginner,34,2,7,Optimization,Revision,Same
S037,Optimization,Beginner,38,4,13,Optimization,Revision,Same
S037,Optimization,Beginner,40,3,11,Optimization,Revision,Same
S037,Optimization,Beginner,42,3,24,Optimization,Revision,Same
S037,Optimization,Beginner,40,4,50,Optimization,Revision,Same
S037,Optimization,Beginner,70,3,43,Optimization,Continue,Same
S037,Optimization,Beginner,45,2,40,Optimization,Revision,Same
S037,Optimization,Beginner,74,4,15,Optimization,Continue,Same
S037,Optimization,Beginner,89,1,57,Optimization,Continue,Increase
S037,Optimization,Intermediate,79,3,41,Optimization,Continue,Same
S037,Optimization,Intermediate,74,2,15,Optimization,Continue,Same
S037,Optimization,Intermediate,41,2,42,Optimization,Revision,Decrease
S037,Optimization,Beginner,98,4,24,Optimization,Continue,Increase
S037,Optimization,Intermediate,78,3,54,Optimization,Continue,Same
S037,Optimization,Intermediate,56,3,41,Optimization,Continue,Same
S037,Optimization,Intermediate,55,3,28,Optimization,Continue,Same
S037,Optimization,Intermediate,66,3,40,Optimization,Continue,Same
S037,Optimization,Intermediate,59,4,44,Optimization,Continue,Same
S037,Optimization,Intermediate,34,2,6,Optimization,Revision,Decrease
S037,Optimization,Beginner,82,1,26,Optimization,Continue,Increase
S038,Optimization,Beginner,23,3,50,Optimization,Revision,Same
S038,Optimization,Beginner,45,4,58,Optimization,Revision,Same
S038,Optimization,Beginner,49,4,17,Optimization,Revision,Same
S038,Optimization,Beginner,59,1,25,Optimization,Continue,Same
S038,Optimization,Beginner,74,4,24,Optimization,Continue,Same
S038,Optimization,Beginner,60,4,46,Optimization,Continue,Same
S038,Optimization,Beginner,55,3,11,Optimization,Continue,Same
S038,Optimization,Beginner,77,3,23,Optimization,Continue,Same
S038,Optimization,Beginner,54,3,28,Optimization,Continue,Same
S038,Optimization,Beginner,59,1,23,Optimization,Continue,Same
S038,Optimization,Beginner,52,3,38,Optimization,Continue,Same
S038,Optimization,Beginner,94,2,44,Optimization,Continue,Increase
S038,Optimization,Intermediate,79,2,46,Optimization,Continue,Same
S038,Optimization,Intermediate,85,1,13,Optimization,Continue,Increase
S038,Optimization,Advanced,30,4,26,Optimization,Revision,Decrease
S038,Optimization,Intermediate,85,2,33,Optimization,Continue,Increase
S038,Optimization,Advanced,28,3,32,Optimization,Revision,Decrease
S038,Optimization,Intermediate,92,1,58,Optimization,Continue,Increase
S038,Optimization,Advanced,54,3,47,Optimization,Continue,Same
S038,Optimization,Advanced,46,2,59,Optimization,Revision,Decrease
S039,Optimization,Beginner,37,4,44,Optimization,Revision,Same
S039,Optimization,Beginner,36,2,39,Optimization,Revision,Same
S039,Optimization,Beginner,47,4,49,Optimization,Revision,Same
S039,Optimization,Beginner,56,4,8,Optimization,Continue,Same
S039,Optimization,Beginner,55,1,29,Optimization,Continue,Same
S039,Optimization,Beginner,64,2,60,Optimization,Continue,Same
S039,Optimization,Beginner,62,2,22,Optimization,Continue,Same
S039,Optimization,Beginner,44,3,33,Optimization,Revision,Same
S039,Optimization,Beginner,77,3,28,Optimization,Continue,Same
S039,Optimization,Beginner,53,4,21,Optimization,Continue,Same
S039,Optimization,Beginner,96,2,7,Optimization,Continue,Increase
S039,Optimization,Intermediate,58,3,45,Optimization,Continue,Same
S039,Optimization,Intermediate,57,4,9,Optimization,Continue,Same
S039,Optimization,Intermediate,44,4,28,Optimization,Revision,Decrease
S039,Optimization,Beginner,100,2,55,Optimization,Continue,Increase
S039,Optimization,Intermediate,62,4,26,Optimization,Continue,Same
S039,Optimization,Intermediate,52,3,49,Optimization,Continue,Same
S039,Optimization,Intermediate,82,3,31,Optimization,Continue,Increase
S039,Optimization,Advanced,63,1,7,Optimization,Continue,Same
S039,Optimization,Advanced,61,1,47,Optimization,Continue,Same
S040,Optimization,Beginner,23,2,12,Optimization,Revision,Same
S040,Optimization,Beginner,33,2,56,Optimization,Revision,Same
S040,Optimization,Beginner,39,4,39,Optimization,Revision,Same
S040,Optimization,Beginner,48,3,8,Optimization,Revision,Same
S040,Optimization,Beginner,56,2,6,Optimization,Continue,Same
S040,Optimization,Beginner,64,2,46,Optimization,Continue,Same
S040,Optimization,Beginner,59,1,32,Optimization,Continue,Same
S040,Optimization,Beginner,73,1,42,Optimization,Continue,Same
S040,Optimization,Beginner,99,4,59,Optimization,Continue,Increase
S040,Optimization,Intermediate,64,2,17,Optimization,Continue,Same
S040,Optimization,Intermediate,47,4,32,Optimization,Revision,Decrease
S040,Optimization,Beginner,81,3,45,Optimization,Continue,Increase
S040,Optimization,Intermediate,77,1,40,Optimization,Continue,Same
S040,Optimization,Intermediate,73,1,26,Optimization,Continue,Same
S040,Optimization,Intermediate,44,2,53,Optimization,Revision,Decrease
S040,Optimization,Beginner,98,3,51,Optimization,Continue,Increase
S040,Optimization,Intermediate,45,3,48,Optimization,Revision,Decrease
S040,Optimization,Beginner,100,3,16,Optimization,Continue,Increase
S040,Optimization,Intermediate,76,1,8,Optimization,Continue,Same
S040,Optimization,Intermediate,84,2,39,Optimization,Continue,Increase
S041,Optimization,Beginner,16,4,25,Optimization,Revision,Same
S041,Optimization,Beginner,37,2,6,Optimization,Revision,Same
S041,Optimization,Beginner,42,3,46,Optimization,Revision,Same
S041,Optimization,Beginner,50,2,10,Optimization,Continue,Same
S041,Optimization,Beginner,47,3,53,Optimization,Revision,Same
S041,Optimization,Beginner,80,1,40,Optimization,Continue,Same
S041,Optimization,Beginner,76,3,40,Optimization,Continue,Same
S041,Optimization,Beginner,47,1,34,Optimization,Revision,Same
S041,Optimization,Beginner,44,3,56,Optimization,Revision,Same
S041,Optimization,Beginner,100,3,49,Optimization,Continue,Increase
S041,Optimization,Intermediate,56,4,35,Optimization,Continue,Same
S041,Optimization,Intermediate,52,2,39,Optimization,Continue,Same
S041,Optimization,Intermediate,95,1,34,Optimization,Continue,Increase
S041,Optimization,Advanced,56,1,48,Optimization,Continue,Same
S041,Optimization,Advanced,56,4,14,Optimization,Continue,Same
S041,Optimization,Advanced,70,4,43,Optimization,Continue,Same
S041,Optimization,Advanced,25,4,41,Optimization,Revision,Decrease
S041,Optimization,Intermediate,58,2,28,Optimization,Continue,Same
S041,Optimization,Intermediate,55,4,12,Optimization,Continue,Same
S041,Optimization,Intermediate,66,3,57,Optimization,Continue,Same
S042,Optimization,Beginner,33,1,40,Optimization,Revision,Same
S042,Optimization,Beginner,16,2,24,Optimization,Revision,Same
S042,Optimization,Beginner,74,1,28,Optimization,Continue,Same
S042,Optimization,Beginner,54,3,9,Optimization,Continue,Same
S042,Optimization,Beginner,58,2,29,Optimization,Continue,Same
S042,Optimization,Beginner,58,4,14,Optimization,Continue,Same
S042,Optimization,Beginner,69,4,11,Optimization,Continue,Same
S042,Optimization,Beginner,67,4,27,Optimization,Continue,Same
S042,Optimization,Beginner,51,4,56,Optimization,Continue,Same
S042,Optimization,Beginner,91,2,40,Optimization,Continue,Increase
S042,Optimization,Intermediate,62,2,46,Optimization,Continue,Same
S042,Optimization,Intermediate,58,2,11,Optimization,Continue,Same
S042,Optimization,Intermediate,46,3,47,Optimization,Revision,Decrease
S042,Optimization,Beginner,88,3,51,Optimization,Continue,Increase
S042,Optimization,Intermediate,100,2,59,Optimization,Continue,Increase
S042,Optimization,Advanced,54,3,12,Optimization,Continue,Same
S042,Optimization,Advanced,45,3,15,Optimization,Revision,Decrease
S042,Optimization,Intermediate,54,1,33,Optimization,Continue,Same
S042,Optimization,Intermediate,85,4,14,Optimization,Continue,Increase
S042,Optimization,Advanced,74,1,12,Optimization,Continue,Same
S043,Optimization,Beginner,8,2,52,Optimization,Revision,Same
S043,Optimization,Beginner,28,3,27,Optimization,Revision,Same
S043,Optimization,Beginner,41,4,53,Optimization,Revision,Same
S043,Optimization,Beginner,7,2,56,Optimization,Revision,Same
S043,Optimization,Beginner,46,3,45,Optimization,Revision,Same
S043,Optimization,Beginner,62,3,59,Optimization,Continue,Same
S043,Optimization,Beginner,33,4,31,Optimization,Revision,Same
S043,Optimization,Beginner,60,3,22,Optimization,Continue,Same
S043,Optimization,Beginner,73,3,51,Optimization,Continue,Same
S043,Optimization,Beginner,64,1,28,Optimization,Continue,Same
S043,Optimization,Beginner,52,2,9,Optimization,Continue,Same
S043,Optimization,Beginner,71,2,34,Optimization,Continue,Same
S043,Optimization,Beginner,100,3,29,Optimization,Continue,Increase
S043,Optimization,Intermediate,65,4,54,Optimization,Continue,Same
S043,Optimization,Intermediate,71,2,25,Optimization,Continue,Same
S043,Optimization,Intermediate,70,4,26,Optimization,Continue,Same
S043,Optimization,Intermediate,74,4,6,Optimization,Continue,Same
S043,Optimization,Intermediate,57,1,5,Optimization,Continue,Same
S043,Optimization,Intermediate,72,2,37,Optimization,Continue,Same
